Article,Point,Content
Art. 143,8,"W przypadku, o którym mowa w ust. 6 pkt 2, Prezydium Sejmu przedstawia wnoszącemu zastrzeżenie swoje stanowisko i wzywa go do wycofania zastrzeżenia. W przypadku podtrzymania zastrzeżenia, wnoszący je, w terminie 7 dni, informuje o tym Marszałka Sejmu."
Art. 143,9,"Jeżeli w terminie określonym w ust. 8 nie wpłynie ponowne zastrzeżenie, Prezydium Sejmu przedkłada Sejmowi wniosek w sprawie wyboru na członków Komisji kandydatów, o których mowa w ust. 2."
Art. 143,10,"Prezydium Sejmu, pomimo wpłynięcia w terminie ponownego zastrzeżenia, może przedłożyć Sejmowi wniosek w sprawie wyboru Komisji, z uwzględnieniem zastrzeżonej kandydatury. Jeżeli Sejm nie dokona wyboru Komisji, uprawnieni ponownie zgłaszają, na podstawie ust. 2, kandydatów na jej członków."
Art. 143,11,"Wybór Komisji następuje, jeżeli nie ma zastrzeżeń do kandydatów, z zastrzeżeniem ust. 10 i ust. 12. Sejm dokonuje wyboru członków Komisji w głosowaniu łącznym."
Art. 143,12,"Jeżeli uprawnieni nie zgłoszą nowej kandydatury, o której mowa w ust. 7, Prezydium Sejmu wyznacza termin na jej zgłoszenie. Po bezskutecznym upływie tego terminu Prezydium Sejmu może przedstawić Sejmowi wniosek zawierający skład Komisji, z pominięciem kandydata, wobec którego zgłoszono zastrzeżenia."
Art. 143,13,"W przypadku wycofania zastrzeżenia lub zgłoszenia na podstawie ust. 2, po upływie terminu, o którym mowa w ust. 12, nowego kandydata na miejsce kandydata, wobec którego zgłoszono zastrzeżenie, Sejm dokonuje wyboru uzupełniającego, z uwzględnieniem ust. 4."
Art. 143,14,W przypadku utraty przez posła - członka Komisji członkostwa w klubie jego członkostwo w Komisji wygasa.
Art. 143,15,"W przypadku podjęcia wobec członka Komisji uchwały, o której mowa w art. 21 ust. 1, art. 22 ust. 1, art. 25 ust. 1 i 2 lub art. 147 ust. 1, od której w terminie nie wniesiono odwołania albo którą odpowiednio Sejm albo Prezydium Sejmu utrzymało w mocy - poseł traci członkostwo w Komisji. W takim przypadku przepisy ust. 1-13 stosuje się odpowiednio."
Art. 144,1,"Posiedzenia Komisji Etyki Poselskiej, na których rozpatruje się sprawy wynikające z majątkowych oświadczeń poselskich, są zamknięte. Przepisu art. 154 ust. 1 nie stosuje się."
Art. 144,1," Uchwały Komisji w sprawach, o których mowa w ust. 1, zapadają bezwzględną większością głosów w obecności co najmniej połowy liczby członków Komisji."
Art. 144,2,(uchylony) 52)
Art. 145,1,"Komisja w sprawach posłów, którzy zachowują się w sposób nieodpowiadający godności posła, wydaje rozstrzygnięcia na podstawie ""Zasad etyki poselskiej""."
Art. 145,2,"""Zasady etyki poselskiej"" podlegają zatwierdzeniu przez Sejm. Sejm w uchwale przyjmuje lub odrzuca w całości projekt ""Zasad etyki poselskiej"" przedstawiony przez Komisję."
Art. 145,3,"53) Pracami Komisji kieruje przewodniczący, a w czasie jego nieobecności zastępca przewodniczącego. Funkcję przewodniczącego Komisji i zastępcy przewodniczącego pełnią kolejno, po 6 miesięcy, członkowie Komisji."
Art. 145,4,"Komisja rozpatruje sprawy, które należą do jej właściwości, z własnej inicjatywy."
Art. 145,5,"W posiedzeniu Komisji nie bierze udziału członek Komisji, którego sprawa jest rozpatrywana, z zastrzeżeniem art. 146."
Art. 146,,Komisja może wezwać posła do wyjaśnienia wątpliwości powstałych w toku postępowania.
Art. 147,1,"Komisja, po rozpatrzeniu sprawy i stwierdzeniu naruszenia przez posła ""Zasad etyki poselskiej"", może w drodze uchwały:"
Art. 147,2,Uchwały Komisji podaje się do wiadomości publicznej.
Art. 147,3,"Uchwałę, o której mowa w ust. 1 pkt 2 i 3, Komisja podejmuje bezwzględną większością głosów w obecności co najmniej połowy jej członków."
Art. 147,4,"Od uchwały, o której mowa w ust. 1, służą posłowi środki przewidziane w art. 132 ust. 2 Regulaminu Sejmu. Wniesienie przez posła odwołania wstrzymuje podanie treści uchwały do wiadomości publicznej."
Art. 147a,1,"Komisja Etyki Poselskiej uchwala projekt regulaminu Komisji określającego szczegółowy tryb działania i pracy Komisji oraz podejmowania przez nią rozstrzygnięć, w szczególności zasady sprawowania funkcji przewodniczącego Komisji i jego zastępcy oraz podawania do wiadomości publicznej uchwał Komisji, o których mowa w art. 147 ust. 1."
Art. 148,,"Z uwzględnieniem zmian wynikających z przepisów niniejszego rozdziału, do Komisji Etyki Poselskiej i posłów do niej wybranych stosuje się odpowiednio przepisy Regulaminu Sejmu."
Art. 148a,2,"Skład Komisji do Spraw Unii Europejskiej, zwanej dalej w niniejszym rozdziale ""Komisją"", powinien odzwierciedlać proporcjonalnie reprezentację w Sejmie klubów i porozumień liczących co najmniej 15 posłów, z zastrzeżeniem ust. 7."
Art. 148a,3,Prezydium Sejmu ustala liczbę członków klubu lub porozumienia wchodzących w skład Komisji według następujących zasad:
Art. 148a,1,"obliczając współczynnik jako iloraz liczby członków klubu lub porozumienia i liczby 460, z dokładnością do trzeciego miejsca po przecinku,"
Art. 148a,2,"mnożąc współczynnik przez liczbę 46, z dokładnością do pierwszego miejsca po przecinku,"
Art. 148a,3,"zaokrąglając iloczyn, o którym mowa w pkt 2, do liczby całkowitej, na zasadach ogólnych."
Art. 148a,5,"Prezydium Sejmu powiadamia kluby lub porozumienia o podziale miejsc przeprowadzonym z zastosowaniem zasad, o których mowa w ust. 3."
Art. 148a,6,Kluby i porozumienia zgłaszają Prezydium Sejmu kandydatów do Komisji w liczbie i w terminie określonych przez Prezydium Sejmu.
Art. 148a,7,"W przypadku niezgłoszenia przez klub lub porozumienie kandydatów do Komisji, w terminie, o którym mowa w ust. 6, a także w przypadku zgłoszenia większej liczby kandydatów niż liczba ustalona przez Prezydium Sejmu na podstawie ust. 3, miejsca w Komisji przypadające tym klubom i porozumieniom pozostają nieobsadzone."
Art. 148a,8,"Sejm podejmuje uchwałę o wyborze składu osobowego Komisji, w głosowaniu łącznym, na wniosek Prezydium Sejmu."
Art. 148a,9,"W przypadku, o którym mowa w ust. 7, a także w przypadku zgłoszenia przez klub lub porozumienie mniejszej liczby kandydatów niż liczba ustalona przez Prezydium Sejmu na podstawie ust. 3, kluby lub porozumienia mogą uzupełnić skład Komisji w innym terminie niż termin, o którym mowa w ust. 6. W takim przypadku Sejm przeprowadza wybór uzupełniający skład Komisji. Przepisu ust. 8 nie stosuje się."
Art. 148a,10,"W przypadku gdy nastąpi zmiana liczebności klubu lub porozumienia w stopniu powodującym zmianę podziału miejsc w Komisji ze względu na zasady, o których mowa w ust. 3, albo w przypadku utworzenia nowego klubu lub porozumienia, Sejm dokonuje wyboru nowego składu osobowego Komisji. Przepisy ust. 3-9 stosuje się odpowiednio. Uchwała Sejmu o wyborze nowego składu osobowego Komisji jest równoznaczna z odwołaniem jej poprzedniego składu osobowego."
Art. 148a,11,"W przypadku powołania Komisji w nowym składzie osobowym, o którym mowa w ust. 10, członkowie prezydium Komisji, którzy zostali wybrani ponownie do składu Komisji, zachowują swoje funkcje."
Art. 148a,12,Prezydium Sejmu na wniosek klubu lub porozumienia przedstawia Sejmowi propozycje zmian w składzie osobowym Komisji polegające na zastąpieniu członka Komisji przez inną osobę wchodzącą w skład tego klubu lub porozumienia. Do głosowania nad propozycjami zmian w składzie osobowym Komisji przepisu ust. 8 nie stosuje się.
Art. 148b,1,Marszałek Sejmu kieruje do Komisji niezwłocznie po otrzymaniu:
Art. 148b,1,"informację Rady Ministrów o udziale Rzeczypospolitej Polskiej w pracach Unii Europejskiej,"
Art. 148b,2,"dokumenty Unii Europejskiej podlegające konsultacjom z państwami członkowskimi oraz ich oceny sformułowane przez właściwe instytucje lub inne organy Unii Europejskiej,"
Art. 148b,3,"plany pracy Rady, roczne plany legislacyjne Komisji Europejskiej oraz oceny rocznych planów legislacyjnych Komisji Europejskiej sporządzone przez Parlament Europejski i Radę,"
Art. 148b,4,"projekty aktów prawnych Unii Europejskiej,"
Art. 148b,5,"informacje Rady Ministrów o przebiegu procedur stanowienia prawa Unii Europejskiej oraz o stanowiskach Rzeczypospolitej Polskiej zajmowanych w trakcie tych procedur,"
Art. 148b,6,"informację Rady Ministrów o stanowisku Rzeczypospolitej Polskiej, jakie Rada Ministrów ma zamiar zająć podczas rozpatrywania projektu w Radzie, wraz z uzasadnieniem stanowiska Rzeczypospolitej Polskiej, a także oceną skutków prawnych aktu prawnego dla polskiego systemu prawa oraz skutków społecznych, gospodarczych i finansowych dla Rzeczypospolitej Polskiej,"
Art. 148b,7,"projekty umów międzynarodowych, których stroną mają być Unia Europejska lub Europejska Wspólnota Energii Atomowej,"
Art. 148b,8,"projekty decyzji przedstawicieli rządów państw członkowskich zebranych w Radzie,"
Art. 148b,9,"projekty aktów Unii Europejskiej niemających mocy prawnej, w szczególności propozycje wytycznych przyjmowanych w sferze unii gospodarczej i pieniężnej oraz w sferze zatrudnienia,"
Art. 148b,10,"akty Unii Europejskiej mające znaczenie dla wykładni lub stosowania prawa Unii Europejskiej,"
Art. 148b,11,"propozycje kandydatur na stanowiska członka Komisji Europejskiej, członka Trybunału Obrachunkowego, sędziego Trybunału Sprawiedliwości Unii Europejskiej, rzecznika generalnego Trybunału Sprawiedliwości Unii Europejskiej, członka Komitetu Ekonomiczno-Społecznego, członka Komitetu Regionów, dyrektora w Europejskim Banku Inwestycyjnym oraz Stałego Przedstawiciela Rzeczypospolitej Polskiej przy Unii Europejskiej,"
Art. 148b,11," propozycje zmian Traktatu o Unii Europejskiej i Traktatu o funkcjonowaniu Unii Europejskiej,"
Art. 148b,11," projekty decyzji Rady Europejskiej upoważniających Radę do zmiany sposobu głosowania, o których mowa w art. 48 ust. 7 Traktatu o Unii Europejskiej,"
Art. 148b,11," wnioski Komisji Europejskiej w sprawie środków dotyczących prawa rodzinnego mających skutki transgraniczne, o których mowa w art. 81 ust. 3 Traktatu o funkcjonowaniu Unii Europejskiej,"
Art. 148b,11," informacje o wnioskach o członkostwo w Unii Europejskiej,"
Art. 148b,11," sprawozdania Komisji Europejskiej w sprawie stosowania art. 5 Traktatu o Unii Europejskiej,"
Art. 148b,11," sprawozdania roczne Trybunału Obrachunkowego,"
Art. 148b,12,inne dokumenty związane z zakresem przedmiotowym działania Komisji do Spraw Unii Europejskiej.
Art. 148b,2,"Kierując do Komisji dokumenty, Marszałek Sejmu ustala, biorąc pod uwagę terminy określone w odrębnych przepisach, kalendarz prac w Sejmie nad:"
Art. 148b,1,"dokumentami Unii Europejskiej podlegającymi konsultacjom z państwami członkowskimi,"
Art. 148b,2,"projektami aktów prawnych Unii Europejskiej,"
Art. 148b,3,"informacjami Rady Ministrów o stanowiskach Rzeczypospolitej Polskiej, jakie Rada Ministrów ma zamiar zająć podczas rozpatrywania projektów w Radzie,"
Art. 148b,4,"propozycjami kandydatur na stanowiska, o których mowa w ust. 1 pkt 11."
Art. 148b,3,"W sprawach, o których mowa w ust. 2, przekroczenie przez Komisję terminów ustalonych w kalendarzu prac w Sejmie zamyka postępowanie w sprawie."
Art. 148b,4,"Kierując do Komisji dokumenty, Marszałek Sejmu ustala, biorąc pod uwagę określone w odrębnych przepisach terminy na zgłoszenie przez Sejm sprzeciwu, kalendarz prac w Sejmie nad:"
Art. 148b,1,"inicjatywami Rady Europejskiej w sprawie decyzji upoważniającej Radę do zmiany sposobu głosowania, o której mowa w art. 48 ust. 7 Traktatu o Unii Europejskiej,"
Art. 148b,2,"wnioskami Komisji Europejskiej w sprawie środków dotyczących prawa rodzinnego mających skutki transgraniczne, o których mowa w art. 81 ust. 3 Traktatu o funkcjonowaniu Unii Europejskiej."
Art. 148c,1,"Komisja może uchwalić opinię o projekcie aktu prawnego Unii Europejskiej, opinię o stanowiskach Rzeczypospolitej Polskiej zajmowanych w trakcie procedur stanowienia prawa Unii Europejskiej, a także opinię w sprawie informacji Rady Ministrów o stanowisku Rzeczypospolitej Polskiej, jakie Rada Ministrów ma zamiar zająć podczas rozpatrywania projektu w Radzie."
Art. 148c,2,Opinia zawiera stanowisko Komisji w postaci akceptacji lub braku akceptacji stanowiska Rady Ministrów. Komisja może sformułować w opinii zalecenia dla Rady Ministrów.
Art. 148ca,1,"Po rozpatrzeniu inicjatywy Rady Europejskiej w sprawie decyzji upoważniającej Radę do zmiany sposobu głosowania, o której mowa w art. 48 ust. 7 Traktatu o Unii Europejskiej, Komisja może wnieść projekt uchwały o wyrażeniu sprzeciwu wobec tej decyzji."
Art. 148ca,2,"Pierwsze czytanie projektu uchwały, o którym mowa w ust. 1, przeprowadza się na posiedzeniu Sejmu."
Art. 148ca,3,"Do projektu uchwały, o którym mowa w ust. 1, nie można zgłaszać poprawek w czasie drugiego czytania."
Art. 148ca,4,"W przypadku przyjęcia uchwały, o której mowa w ust. 1, Marszałek Sejmu notyfikuje sprzeciw właściwemu organowi Unii Europejskiej."
Art. 148cb,1,"Po rozpatrzeniu wniosku Komisji Europejskiej w sprawie środków dotyczących prawa rodzinnego mających skutki transgraniczne, o których mowa w art. 81 ust. 3 Traktatu o funkcjonowaniu Unii Europejskiej, Komisja może wnieść projekt uchwały o wyrażeniu sprzeciwu wobec tego wniosku."
Art. 148cb,2,"Do projektu uchwały, o którym mowa w ust. 1, przepisy art. 148ca ust. 2-4 stosuje się odpowiednio."
Art. 148cc,1,"Komisja lub grupa co najmniej 15 posłów mogą wnieść projekt uchwały w sprawie uznania projektu aktu ustawodawczego Unii Europejskiej za niezgodny z zasadą pomocniczości, o której mowa w art. 5 ust. 3 Traktatu o Unii Europejskiej."
Art. 148cc,2,"Uzasadniona opinia zawierająca powody, dla których Sejm uznaje, że projekt aktu ustawodawczego Unii Europejskiej nie jest zgodny z zasadą pomocniczości, o której mowa w art. 5 ust. 3 Traktatu o Unii Europejskiej, stanowi załącznik do uchwały Sejmu."
Art. 148cc,3,"Pierwsze czytanie projektu uchwały, o którym mowa w ust. 1, odbywa się na posiedzeniu Komisji."
Art. 148cc,4,"Do projektu uchwały, o którym mowa w ust. 1, nie można zgłaszać poprawek w czasie drugiego czytania."
Art. 148cc,5,"W przypadku przyjęcia uchwały, o której mowa w ust. 1, Marszałek Sejmu przesyła uzasadnioną opinię właściwemu organowi Unii Europejskiej."
Art. 148cd,1,"Komisja lub grupa co najmniej 15 posłów mogą wnieść projekt uchwały w sprawie wniesienia do Trybunału Sprawiedliwości Unii Europejskiej skargi w sprawie naruszenia przez akt ustawodawczy Unii Europejskiej zasady pomocniczości, o której mowa w art. 5 ust. 3 Traktatu o Unii Europejskiej."
Art. 148cd,2,"Skarga, o której mowa w ust. 1, stanowi załącznik do uchwały Sejmu."
Art. 148cd,5,"W postępowaniu przed Trybunałem Sprawiedliwości Unii Europejskiej w sprawie naruszenia przez akt ustawodawczy Unii Europejskiej zasady pomocniczości, o której mowa w art. 5 ust. 3 Traktatu o Unii Europejskiej, Sejm jest reprezentowany przez pełnomocnika, którego wyznacza Marszałek Sejmu."
Art. 148cd,6,"W przypadku przyjęcia uchwały, o której mowa w ust. 1, Marszałek Sejmu przesyła Prezesowi Rady Ministrów uchwałę wraz ze skargą oraz dokumentem potwierdzającym udzielenie pełnomocnictwa do reprezentowania Sejmu w postępowaniu przed Trybunałem Sprawiedliwości Unii Europejskiej."
Art. 148ce,1,"Komisja lub grupa co najmniej 15 posłów mogą wnieść projekt uchwały w sprawie cofnięcia skargi, o której mowa w art. 148cd ust. 1."
Art. 148ce,2,"Pierwsze czytanie projektu uchwały, o którym mowa w ust. 1, odbywa się na posiedzeniu Komisji."
Art. 148ce,4,"W przypadku przyjęcia uchwały, o której mowa w ust. 1, pełnomocnik reprezentujący Sejm cofa skargę."
Art. 148cf,1,"Sejm wybiera swoich przedstawicieli do konwentu, o którym mowa w art. 48 ust. 3 Traktatu o Unii Europejskiej."
Art. 148cf,2,"Marszałek Sejmu wyznacza termin na zgłaszanie wniosków w sprawie wyboru przedstawicieli, o których mowa w ust. 1."
Art. 148cf,3,"Wniosek, o którym mowa w ust. 2, może zgłosić grupa co najmniej 15 posłów."
Art. 148cf,4,"Do wniosku, o którym mowa w ust. 2, dołącza się uzasadnienie, dane o kandydacie i jego zgodę na kandydowanie."
Art. 148cf,5,"Wniosek, o którym mowa w ust. 2, składa się Marszałkowi Sejmu."
Art. 148cf,6,"Wniosek, o którym mowa w ust. 2, Marszałek Sejmu kieruje do Komisji w celu zaopiniowania."
Art. 148cf,7,"Opinię w sprawie wniosku, o którym mowa w ust. 2, Komisja przedstawia na piśmie Marszałkowi Sejmu."
Art. 148cf,8,"Marszałek Sejmu zarządza doręczenie posłom druku zawierającego opinię, o której mowa w ust. 7."
